discuss_id,user_id,challenge_id,dis_id,parent_discuss_id,root_discuss_id,reply_discuss_id,content,praises_count,created_at
9247,60715,4211.0,1504.0,,,,"<p>
	嘻嘻
</p>",0,2019-03-11 22:39:54
9248,64748,4211.0,1504.0,,,,打卡,0,2019-03-11 22:49:26
9249,64748,4213.0,1504.0,,,,再次打卡（手动滑稽）,0,2019-03-11 23:04:44
9250,65375,360.0,132.0,,,,"<p>
	咖喱盖盖
</p>",0,2019-03-12 09:17:41
9251,65405,360.0,132.0,,,,麻了,0,2019-03-12 09:18:25
9252,65375,360.0,132.0,,,,下面的是czh,0,2019-03-12 09:19:07
9261,44077,2349.0,782.0,9039.0,9039.0,,哦哦，谢谢~,0,2019-03-12 10:14:52
9262,44077,2306.0,760.0,9031.0,9031.0,,谢谢~,0,2019-03-12 10:15:43
9263,60738,4401.0,1516.0,,,9359.0,I will carry you!,3,2019-03-12 10:29:50
9264,42812,173.0,76.0,9135.0,9135.0,,谢谢Coder老师，学到了,0,2019-03-12 10:34:57
9265,42812,173.0,76.0,9135.0,9135.0,,@Coder,0,2019-03-12 10:35:13
9268,59477,4347.0,1515.0,,,,注意scanf接收对应,0,2019-03-12 14:38:19
9269,38652,5352.0,1891.0,,,,第四关想过别用connect ，直接读取文件,4,2019-03-12 14:45:30
9270,37583,2175.0,747.0,,,,"<span style=""color:#FF6800;font-size:16px;background-color:#FFFFFF;"">违规评论已被屏蔽！</span>",5,2019-03-12 14:55:01
9271,37583,2113.0,721.0,,,9288.0,"<span style=""color:#FF6800;font-size:16px;background-color:#FFFFFF;"">违规评论已被屏蔽！</span>",1,2019-03-12 15:02:18
9272,63215,144.0,70.0,9049.0,9049.0,,其实我们以前，现在，未来。一直都在学习。,0,2019-03-12 15:25:49
9273,46664,424.0,161.0,,,,值交换可以用一句代码就可以搞定了吧？为什么参考答案还要搞得这么麻烦<br />,2,2019-03-12 15:27:38
9274,62588,2062.0,692.0,,,,刘杰牛皮,2,2019-03-12 15:39:32
9275,62588,2062.0,692.0,,,,刘杰3s过关焦作人,4,2019-03-12 15:40:01
9276,58801,3692.0,1244.0,,,14172.0,这第三关 搞什么呢 自己敲上去不行，非得把答案复制粘贴才让过,0,2019-03-12 15:48:37
9277,50932,5353.0,1894.0,,,,np,3,2019-03-12 16:00:56
9278,37646,2113.0,721.0,9271.0,9271.0,,草泥马,0,2019-03-12 16:14:53
9279,37646,2113.0,721.0,9271.0,9271.0,,你爸爸死了吧,0,2019-03-12 16:15:46
9281,37583,2113.0,721.0,9271.0,9271.0,,你妈死了,0,2019-03-12 16:17:36
9282,37583,2113.0,721.0,9271.0,9271.0,,违规评论已被屏蔽！,0,2019-03-12 16:19:17
9283,37580,2191.0,721.0,5104.0,5104.0,,优秀,0,2019-03-12 16:24:39
9284,50269,5353.0,1894.0,,,,np,1,2019-03-12 16:24:48
9285,59218,5624.0,1984.0,,,,李铜是大傻逼,2,2019-03-12 16:26:44
9286,59205,5624.0,1984.0,,,9287.0,在下邹岸峰，求打,1,2019-03-12 16:32:44
9287,59302,5624.0,1984.0,9286.0,9286.0,,在下邵院綦沐语，求锤,0,2019-03-12 16:56:35
9288,37646,2113.0,721.0,9271.0,9271.0,,屏蔽尼玛,0,2019-03-12 17:07:53
9289,61617,4348.0,1515.0,9132.0,9132.0,,四舍五入  哭了,0,2019-03-12 17:29:43
9290,59432,4338.0,1515.0,,,9351.0,预期输出和实际输出一样为什么还是过不了关,0,2019-03-12 17:34:39
9291,59211,5627.0,1984.0,,,,我做得想死,0,2019-03-12 18:18:58
9293,57989,3362.0,1117.0,,,,我们通过了为什么还是不可以看标准答案呢？非常想看看自己写的程序跟标准答案之间的差别,6,2019-03-12 19:22:56
9294,51521,4015.0,1333.0,,,,java天下第一！！！,0,2019-03-12 20:33:22
9297,59429,4238.0,1504.0,,,,"<p>
	借楼打卡
</p>",1,2019-03-12 22:05:05
9298,64748,4337.0,1515.0,,,,打卡,1,2019-03-12 22:19:19
9299,62523,385.0,141.0,,,9300.0,第三关怎么过,2,2019-03-12 22:35:56
9300,62536,385.0,141.0,9299.0,9299.0,,我也想知道,0,2019-03-12 23:02:56
9301,42653,2285.0,776.0,,,,"<p>
	第二关应为<span class=""pln"" style=""font-family:&quot;font-size:13px;background-color:#EEEEEE;""> a</span><span class=""pun"" style=""color:#666600;font-family:&quot;font-size:13px;background-color:#EEEEEE;"">[</span><span class=""lit"" style=""color:#006666;font-family:&quot;font-size:13px;background-color:#EEEEEE;"">10</span><span class=""pun"" style=""color:#666600;font-family:&quot;font-size:13px;background-color:#EEEEEE;"">]，答案有误</span>
</p>
<p>
	<span class=""pun"" style=""color:#666600;font-family:&quot;font-size:13px;background-color:#EEEEEE;""><br />
</span>
</p>",0,2019-03-12 23:48:11
9302,43245,82.0,49.0,,,,"<p>
	百度百科都有的吗，我也是无语
</p>
<p>
	还有，第一道题太简单了吧
</p>",0,2019-03-13 00:11:23
9303,43245,82.0,49.0,,,,"<p>
	第三关注意那个回车，没有回车我打了半天
</p>
<p>
	要有这个结构：cout &lt;&lt; x1 &lt;&lt; endl ;
</p>",1,2019-03-13 00:16:09
9304,62953,4211.0,1504.0,,,,不会呀。。。。,2,2019-03-13 08:25:37
9305,63086,5624.0,1984.0,,,,"<p>
	好嗨哟
</p>",0,2019-03-13 10:14:41
9306,63036,5624.0,1984.0,,,,"<p>
	杨叼毛嗨个鬼
</p>",0,2019-03-13 10:17:25
9307,63062,5631.0,1988.0,,,,第三关求队友,2,2019-03-13 10:20:46
9308,63041,5628.0,1984.0,,,9310.0,感觉人生达到了巅峰,2,2019-03-13 10:22:37
9309,65617,5624.0,1984.0,,,9562.0,"<p>
	hhh
</p>",6,2019-03-13 10:28:30
9310,65621,5628.0,1984.0,9308.0,9308.0,,干酒人参打到了巅峰,0,2019-03-13 10:29:00
9311,65258,5624.0,1984.0,9309.0,9309.0,,哈嘛批,0,2019-03-13 10:30:18
9312,65617,5624.0,1984.0,9309.0,9309.0,,锤死你,0,2019-03-13 10:38:04
9313,65869,5624.0,1984.0,,,9317.0,我觉得袁也超帅！,4,2019-03-13 10:41:24
9314,50029,5343.0,1891.0,,,,"<p>
	都是弟弟
</p>",0,2019-03-13 10:45:23
9315,65617,5624.0,1984.0,9313.0,9313.0,,我也觉得,0,2019-03-13 10:50:36
9316,65845,5624.0,1984.0,9313.0,9313.0,,我也觉得,0,2019-03-13 10:55:47
9317,65843,5624.0,1984.0,9313.0,9313.0,,我也觉得,0,2019-03-13 10:55:55
9318,65845,5624.0,1984.0,,,,小伙子 你的路走窄了,1,2019-03-13 10:56:24
9319,60122,4239.0,1504.0,,,,z？为什么你们没头像？,1,2019-03-13 11:08:33
9320,51529,5358.0,1891.0,,,9363.0,哈哈哈哈哈哈哈,0,2019-03-13 11:48:04
9321,63215,172.0,76.0,,,11253.0,"<p>
	第四关打印日历  一二三四五六日  的问题
</p>
<p>
	只有cout&lt;&lt;"" ""&lt;&lt;a[i];才可以输出正常<span> </span>          
</p>
<p>
	//printf(""%4s"",a[i]);为什么在实训平台不可以正常输出？codeblocks上可以正常输出。
</p>",2,2019-03-13 13:21:56
9322,63360,5630.0,1988.0,,,,王其太帅了！！,2,2019-03-13 14:03:30
9323,63326,5630.0,1988.0,,,9686.0,"<p>
	张斌好帅
</p>",1,2019-03-13 14:05:06
9324,63310,5630.0,1988.0,,,,"<p>
	wahaha
</p>",2,2019-03-13 14:06:44
9325,63389,5630.0,1988.0,,,9330.0,表白刘仕林,7,2019-03-13 14:08:51
9326,63339,5630.0,1988.0,9325.0,9325.0,,有点东西,0,2019-03-13 14:11:45
9327,63318,5630.0,1988.0,9325.0,9325.0,,表白李瑞基,0,2019-03-13 14:11:58
9328,63386,5631.0,1988.0,,,,"<p>
	1401金币
</p>",1,2019-03-13 14:42:31
9329,59211,5631.0,1988.0,,,,"<p>
	1750jingbi
</p>",0,2019-03-13 14:43:23
9330,59211,5630.0,1988.0,9325.0,9325.0,,表白希希  如果你看到了 当我没说,0,2019-03-13 14:45:06
9331,51626,2159.0,743.0,,,9336.0,力量不够啊,0,2019-03-13 15:00:29
9332,63710,4403.0,1516.0,,,9462.0,评论区能不能发点干货救救孩子，一堆吐槽的没用啊！！！！！！！！！！！！！！！！！！！！！！！！！！！<br />,5,2019-03-13 15:11:01
9333,63254,2159.0,743.0,9331.0,9331.0,,弟弟，上个学期学了c，还比不给我们，那就是菜,0,2019-03-13 15:11:31
9334,63269,2159.0,743.0,9331.0,9331.0,,楼上:kissing_heart:在想P吃,0,2019-03-13 15:29:46
9335,63287,5628.0,1984.0,,,,fighting!!!!!!!!!,1,2019-03-13 15:30:12
9336,58960,2159.0,743.0,9331.0,9331.0,,牛逼,0,2019-03-13 16:04:14
9337,59482,637.0,218.0,9019.0,9019.0,,acm 大军空降,0,2019-03-13 16:19:24
9338,58960,2162.0,743.0,,,,这题目没我不会的啊,6,2019-03-13 16:20:43
9339,58941,5630.0,1988.0,,,,...,0,2019-03-13 16:30:51
9340,63429,5627.0,1984.0,,,,"<p>
	woowowowowo
</p>",1,2019-03-13 16:32:10
9341,59451,4239.0,1504.0,,,,"<p>
	#include&lt;stdio.h&gt;
</p>
<p>
	int main(void)
</p>
<p>
	{
</p>
<p>
	printf(""  *\n"");
</p>
<p>
	printf("" ***\n"");
</p>
<p>
	printf("" OK\n"");
</p>
<p>
	printf("" Hello!\n"");
</p>
<p>
	printf(""*********\n"");
</p>
<p>
	<br />
</p>
<p>
	return 0
</p>
<p>
	} 
</p>",1,2019-03-13 16:55:10
9342,61367,707.0,252.0,,,,"<p>
	buhui
</p>",0,2019-03-13 17:02:02
9343,59437,4338.0,1515.0,9290.0,9290.0,,俺也是,0,2019-03-13 17:07:13
9344,59487,4404.0,1516.0,,,9345.0,爽的一比,3,2019-03-13 17:38:45
9345,59472,4404.0,1516.0,9344.0,9344.0,,编程一时爽，一直编程一直爽:laughing:,0,2019-03-13 17:40:01
9346,45064,2100.0,717.0,,,9347.0,看不懂。0.0 0.0,2,2019-03-13 19:10:34
9347,45084,2100.0,717.0,9346.0,9346.0,,垃圾:-1:,0,2019-03-13 19:19:10
9348,42850,169.0,76.0,8758.0,8758.0,,"循环结构；
记得用long储存",0,2019-03-13 20:48:50
9349,64590,4407.0,1591.0,,,9602.0,"<p>
	隐藏测试集是什么东西
</p>
<p>
	头大，还不告诉·是哪错了
</p>",0,2019-03-13 21:27:00
9350,62656,4348.0,1515.0,9132.0,9132.0,,懂了 用更高精度,0,2019-03-13 21:27:48
9351,60135,4338.0,1515.0,9290.0,9290.0,,可能输出后要换行,0,2019-03-13 21:45:09
9352,64748,4337.0,1515.0,9187.0,9187.0,,同问,0,2019-03-13 22:54:33
9353,60745,4332.0,1515.0,,,9489.0,第八题看不懂，没点思路，求大佬指教<br />,1,2019-03-13 22:56:07
9354,62522,2852.0,934.0,,,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊!!!太难了！!!,3,2019-03-13 23:00:39
9355,34984,171.0,76.0,,,,为什么同样的码在编译器上测试集1可以运行，在这就只有<span>测试集1通不过，其他都可以</span>,0,2019-03-13 23:13:12
9356,62500,2852.0,934.0,,,9401.0,第五关本地上能过，网上咋过不去啊！！！,0,2019-03-14 00:04:36
9357,27608,3365.0,1117.0,,,,"<img title=""image"" alt=""image"" src=""/files/uploads/image/201903/75eecd4e5d4c.png"" />老师为什么数据进不去？我模仿第一关写的，一直找不到哪错了<br />",2,2019-03-14 00:21:28
9358,42482,145.0,71.0,,,9392.0,"<br />
<img alt="""" src=""/files/uploads/image/201903/2ddf777b4419.png"" />这个if后面是不是多了一个分号啊<br />",0,2019-03-14 09:00:40
9359,59950,4401.0,1516.0,9263.0,9263.0,,收到,0,2019-03-14 09:04:55
9360,59913,4337.0,1515.0,,,9870.0,dd,1,2019-03-14 09:34:44
9361,59994,4238.0,1504.0,,,,头皮发麻,0,2019-03-14 10:34:36
9362,50360,5358.0,1891.0,9320.0,9320.0,,沙雕,0,2019-03-14 10:43:25
9363,50360,5358.0,1891.0,9320.0,9320.0,,沙雕,0,2019-03-14 10:43:26
9364,59715,4238.0,1504.0,,,,打卡<br />,0,2019-03-14 10:45:45
9365,30870,2170.0,721.0,,,,不吃，要碎觉,1,2019-03-14 15:13:52
9366,64096,4337.0,1515.0,9181.0,9181.0,,你真菜,0,2019-03-14 15:20:53
9367,45356,459.0,172.0,,,,......,0,2019-03-14 15:37:00
9368,66328,382.0,144.0,,,,老实讲得真好，如沐春风。,1,2019-03-14 16:02:10
9369,61712,2276.0,747.0,,,11282.0,educoder学习网站也太棒了吧,3,2019-03-14 16:22:21
9370,30761,1482.0,497.0,,,9380.0,我真的是服了，试了很多次了，别人的过的答案也试过了，总是创建失败，连个文件都创建失败。几个意思？,0,2019-03-14 16:25:21
9373,61173,2141.0,721.0,5090.0,5090.0,,hahahaha,0,2019-03-14 17:20:33
9376,60564,4332.0,1515.0,8740.0,8740.0,,第七关四舍五入怎么弄啊？大神求救,0,2019-03-14 17:53:09
9378,62716,708.0,252.0,,,,细节，全都是细节！,1,2019-03-14 18:53:46
9379,42436,169.0,76.0,8758.0,8758.0,,"include<cmath.h>
a=log(x)/log(2)
//上式等效与log2 x",0,2019-03-14 19:58:28
9380,15668,1482.0,497.0,9370.0,9370.0,,"麻烦你把你的答案给出。我好进一步诊断问题原因。
多谢",0,2019-03-14 20:07:29
9381,63798,4332.0,1515.0,,,9422.0,第八关如果代码在vc或dev上是对的，且只有测试集3没过，应该是没弄返回值，只要把return0改成return-1就行了,1,2019-03-14 20:39:17
9382,42604,172.0,76.0,,,9383.0,在别的软件可以运行，在这就是死循环···没办法了啊,0,2019-03-14 21:05:22
9383,42604,172.0,76.0,9382.0,9382.0,,终于过了,0,2019-03-14 21:08:21
9384,58808,3593.0,1191.0,,,,"<p>
	<span style=""color:#333333;font-family:&quot;font-size:16px;background-color:#FFFFFF;"">注意：表格属性的顺序按照</span><span style=""font-weight:700;color:#333333;font-family:&quot;font-size:16px;background-color:#FFFFFF;"">创建表格的要求的顺序</span><span style=""color:#333333;font-family:&quot;font-size:16px;background-color:#FFFFFF;"">来写。</span>
</p>
<p>
	<span style=""color:#333333;font-family:&quot;font-size:16px;background-color:#FFFFFF;"">要求都这么说了。仔细看看要求再来说话吧</span>
</p>
<p>
	<span style=""color:#333333;font-family:&quot;font-size:16px;background-color:#FFFFFF;""><br />
</span>
</p>",0,2019-03-14 21:46:52
9385,61106,4211.0,1504.0,,,9395.0,为啥我总不对呢,1,2019-03-14 22:18:12
9386,26575,2895.0,937.0,,,9403.0,"我的命令行一直在connecting 呢<img src=""/files/uploads/image/201903/4897322b0fa1.jpg"" title=""image"" alt=""image"" />",0,2019-03-14 23:03:55
9388,26575,2895.0,937.0,9386.0,9386.0,,另几章能刷出来没什么问题。这里重置刷新试了没好:unamused:。,0,2019-03-14 23:16:32
9389,57280,2921.0,937.0,,,,唯一有点困扰的就是连接有时候突然中断重连了,4,2019-03-15 00:14:38
9390,42784,171.0,76.0,,,9737.0,// 函数whatDay：计算某年某月的号是星期几。少了个1号的1吧？,0,2019-03-15 09:06:33
9394,51527,461.0,172.0,,,,不会做的请点参考答案,1,2019-03-15 10:43:38
9395,60569,4211.0,1504.0,9385.0,9385.0,,不愧是你,0,2019-03-15 10:46:08
9396,61682,2141.0,721.0,5090.0,5090.0,,什么情况,0,2019-03-15 10:57:41
9397,60772,4238.0,1504.0,,,,小心翼翼的,1,2019-03-15 11:28:41
9398,60772,4238.0,1504.0,,,,恩，,1,2019-03-15 11:29:05
9399,61206,4238.0,1504.0,,,,打卡打卡,1,2019-03-15 11:29:58
9400,60091,4418.0,1517.0,,,,好坑的题,1,2019-03-15 12:01:35
9406,66911,868.0,305.0,,,,"<p>
	表示不会555
</p>",1,2019-03-15 15:09:24
9407,66902,868.0,305.0,,,9413.0,我也不会 <br />,2,2019-03-15 15:10:40
9408,66925,868.0,305.0,,,,"<p>
	啊啊啊啊啊啊啊啊啊鬼东西
</p>",2,2019-03-15 15:13:23
9409,66897,869.0,305.0,,,,我枯了 你呢,1,2019-03-15 15:14:02
9411,66952,869.0,305.0,,,,"<p>
	555555555
</p>",0,2019-03-15 15:24:06
9412,66895,869.0,305.0,,,9416.0,"<p>
	2333333
</p>",2,2019-03-15 15:28:31
9414,66959,869.0,305.0,,,,"<p>
	我真厉害
</p>",2,2019-03-15 15:31:46
9415,60424,2447.0,809.0,,,9622.0,"<p>
	<img src=""/files/uploads/image/201903/97ce32b0021f.png"" title=""image"" alt=""image"" />不知道哪一步有问题，没有输出结果
</p>",1,2019-03-15 15:31:59
9417,66868,869.0,305.0,,,,第二关谁会。,0,2019-03-15 15:36:44
9418,60091,4233.0,1518.0,,,,"<p>
	又是坑的开始了
</p>",0,2019-03-15 16:34:49
9420,61419,4402.0,1516.0,,,,shuanga,0,2019-03-15 16:55:49
9421,61419,4402.0,1516.0,,,,大家好,0,2019-03-15 16:56:09
9426,61399,4404.0,1516.0,,,,红鲤鱼与绿鲤鱼<br />,0,2019-03-15 17:38:19
9427,63867,4402.0,1516.0,,,,为什么在dev编译运行都没问题，在这里却有错误。关键是我还看不懂这错误。,2,2019-03-15 17:41:37
9430,60502,4348.0,1515.0,,,9923.0,四舍五入是怎么样啊，21.195变成21.19,0,2019-03-15 19:44:47
9432,42619,116.0,60.0,,,,第三关题目要求要用换行符结尾 但实际上不打换行符才能过去,1,2019-03-15 20:52:07
9434,42423,172.0,76.0,,,,"<span style=""background-color:transparent;color:#FF6545;font-family:微软雅黑,宋体;font-size:14px;font-style:normal;font-weight:400;text-decoration:none;"">expected unqualified-id before ‘{’ token </span><br />
<span>请问这是什么问题？</span><br />",0,2019-03-15 20:59:09
9435,26588,2921.0,937.0,,,9449.0,总是这个问题ERROR 1146 (42S02) at line 1: Table 'MyDb.t_user' doesn't exist为啥啊,0,2019-03-15 21:03:13
9438,59739,4238.0,1504.0,,,,打卡,0,2019-03-15 22:39:32
9439,62588,2175.0,747.0,,,,刘杰表示辣鸡！,0,2019-03-15 23:57:48
9441,59962,4211.0,1504.0,,,,"<p>
	日了狗
</p>",1,2019-03-16 08:20:28
9442,42372,162.0,71.0,,,,"<img title=""image"" alt=""image"" src=""/files/uploads/image/201903/2078a5ffe5be.png"" />这里的for 循环是不是少了一对{ }",0,2019-03-16 08:28:19
9444,64426,453.0,170.0,,,,判断是否存在两个整数，为什么要出现 X1 和 X2 这样两个式子，直接用 a 和 b 为啥不可以呢 ？,1,2019-03-16 09:13:41
9446,42512,160.0,71.0,,,,教员，第四关最后一个测试及有错误。请检查。,2,2019-03-16 09:55:09
9448,60091,4562.0,1651.0,,,,"<p>
	eeee
</p>",0,2019-03-16 10:15:17
9449,64426,2921.0,937.0,9435.0,9435.0,,表已经存在,0,2019-03-16 10:32:26
9450,64426,2888.0,937.0,8266.0,8266.0,,然后，，编译错了之后怎么修改？,0,2019-03-16 10:33:15
9453,62588,2218.0,760.0,,,,刘杰秒过关！,2,2019-03-16 12:28:54
9454,62588,2218.0,760.0,,,,刘杰牛皮！,1,2019-03-16 12:29:03
9455,26768,5423.0,1919.0,,,9760.0,select 后面加的东西到底怎么用从来都没说过，自己试验又要扣分，饭,0,2019-03-16 13:08:54
9456,63852,4407.0,1591.0,7271.0,7271.0,,老兄 怎么解决的 指点一下:grimacing:,0,2019-03-16 13:25:07
9457,41832,169.0,76.0,,,,用CB能输出正确答案，但在这上面没有输出,1,2019-03-16 15:10:09
9458,62588,2349.0,782.0,,,,l刘杰牛皮,2,2019-03-16 15:46:52
9459,41625,117.0,60.0,,,,"<p>
	<img src=""file://C:\Users\lenovo\AppData\Roaming\Tencent\Users\937896187\TIM\WinTemp\RichOle\([N8X24W))5R7F0VQ([_22R.png"" />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	什么情况？
</p>",0,2019-03-16 16:17:27
9460,41625,117.0,60.0,,,,"<p>
	<img src=""file://C:\Users\lenovo\AppData\Roaming\Tencent\Users\937896187\TIM\WinTemp\RichOle\([N8X24W))5R7F0VQ([_22R.png"" />
</p>
<p>
	<br />
</p>
<p>
	<br />
</p>
<p>
	什么情况？
</p>",0,2019-03-16 16:17:31
9461,57899,402.0,153.0,,,9571.0,"这个到底什么情况<img src=""/files/uploads/image/201903/22a1fe223e41.png"" alt="""" />",1,2019-03-16 16:27:30
9462,61412,4403.0,1516.0,9332.0,9332.0,,哈哈哈哈哈哈哈哈哈哈哈哈,0,2019-03-16 16:28:45
9464,63769,4348.0,1515.0,9430.0,9430.0,,这个四舍五入要咋个控制啊，我也是被搞了好长时间,0,2019-03-16 17:28:31
9466,60580,4211.0,1504.0,,,,"<p>
	打卡
</p>",1,2019-03-16 18:01:28
9469,60502,4417.0,1517.0,,,,"<p>
	耍了个小机灵
</p>
<p>
	<br />
</p>
<p>
	两个判断语句就过了，哈哈哈哈
</p>",1,2019-03-16 21:04:25
9470,67069,4334.0,1515.0,5533.0,5533.0,,第二关怎么做,0,2019-03-16 21:14:20
9471,67069,4334.0,1515.0,,,9513.0,第二关要怎么过啊,0,2019-03-16 21:23:46
9472,61220,4404.0,1516.0,,,9485.0,"<p>
	测试集1是哪里有问题？
</p>",1,2019-03-16 21:54:40
9475,63806,4404.0,1516.0,9472.0,9472.0,,"int a,b,c,t;
        printf(""请输入三个整数:"");
        scanf(""%d%d%d"",&a,&b,&c);
        if(a>b)
        {t=a;a=b;b=t;}
        if(a>c)
        {t=a;a=c;c=t;}
        if(b>c)
        {t=b;b=c;c=t;}
        printf(""从小到大排列为:%d,%d,%d\n"",a,b,c);",0,2019-03-16 22:16:13
9476,63806,4404.0,1516.0,9472.0,9472.0,,你的第二关判断闰年的做了吗？,0,2019-03-16 22:16:57
9477,63806,4402.0,1516.0,,,10678.0,谁有第二关的答案，请求支援,2,2019-03-16 22:20:21
9481,67069,4334.0,1515.0,9471.0,9471.0,,你是哪一步卡住了,0,2019-03-16 23:03:05
9482,63806,4334.0,1515.0,9471.0,9471.0,,我现在是第三关过不了，你有没有过了第三关？,0,2019-03-16 23:25:05
9485,61220,4404.0,1516.0,9472.0,9472.0,,做了。,0,2019-03-16 23:49:45
9486,61220,4402.0,1516.0,9477.0,9477.0,,书上有语句可以借鉴。,0,2019-03-16 23:50:47
9487,63922,4211.0,1504.0,,,10322.0,第三关怎么搞,0,2019-03-17 01:23:59
9488,35742,1830.0,607.0,3489.0,3489.0,,"Linear(2, 2) 中间要加个空格才能过，具体看评测文件moduleTest.py",0,2019-03-17 09:32:01
9490,58137,4673.0,1654.0,,,9775.0,小菜鸡表示一脸懵逼,0,2019-03-17 09:58:26
9491,61515,4332.0,1515.0,,,9598.0,小学数学没学好的我，还要我敲代码，干嘛要祸害我这瘦弱可爱的鸡蛋屁子！！！！,0,2019-03-17 11:12:07
9492,60573,4403.0,1516.0,,,10042.0,小心第三关的换行,1,2019-03-17 11:19:27
9493,35523,1615.0,548.0,,,10704.0,"这里是不是有问题呀，我创建了自己的gitee仓库并且推送了gitTraining.txt进去了还是不能过呀<img src=""/files/uploads/image/201903/e47d5af111a6.png"" alt="""" /><img src=""/files/uploads/image/201903/5c99015cb4f2.png"" alt="""" />",7,2019-03-17 11:27:51
9494,61574,4332.0,1515.0,,,,第八关啊,1,2019-03-17 11:39:26
9495,59101,2306.0,760.0,,,10627.0,"<p>
	什么辣鸡编译，cnm
</p>",1,2019-03-17 12:05:24
9496,50103,4015.0,1333.0,,,,做个鬼，进都进不了,3,2019-03-17 12:39:41
9497,60632,4403.0,1516.0,,,,"这里是双精度长整型long输入得用scanf（""lf"",&amp;x）的形式",1,2019-03-17 13:00:05
9498,59252,4332.0,1515.0,,,9499.0,什么鬼,0,2019-03-17 13:22:11
9499,60405,4332.0,1515.0,9498.0,9498.0,,不知道,0,2019-03-17 13:28:48
9500,50373,4024.0,1333.0,,,,"<p>
	真好
</p>",0,2019-03-17 14:12:14
9501,57005,5358.0,1891.0,,,9610.0,在下薄情小浪,0,2019-03-17 15:11:10
9502,39965,4024.0,1333.0,,,,Python最牛,0,2019-03-17 15:36:51
9504,61917,4332.0,1515.0,9491.0,9491.0,,头像在哪里改的哈,0,2019-03-17 19:09:35
9505,60573,4404.0,1516.0,5556.0,5556.0,,hahaha我也是，用else if在编译器上一切正常，到这里就不行了,0,2019-03-17 20:19:31
9506,59561,4348.0,1515.0,,,10926.0,第七关Vb咋不对呐？其他的都对了,4,2019-03-17 20:20:13
9507,41832,172.0,76.0,9321.0,9321.0,,是不是你没有引入相应文件,0,2019-03-17 20:21:20
9508,26791,2074.0,700.0,,,9509.0,"<p style=""background-color:#FFFFFF;color:#000000;font-family:Tahoma,Arial,sans-serif;font-size:12px;font-style:normal;font-weight:400;text-align:left;text-decoration:none;text-indent:0px;"">
	<b>Type</b> Status Report
</p>
<p style=""background-color:#FFFFFF;color:#000000;font-family:Tahoma,Arial,sans-serif;font-size:12px;font-style:normal;font-weight:400;text-align:left;text-decoration:none;text-indent:0px;"">
	<b>Message</b> /helloTomcat.html
</p>
<p style=""background-color:#FFFFFF;color:#000000;font-family:Tahoma,Arial,sans-serif;font-size:12px;font-style:normal;font-weight:400;text-align:left;text-decoration:none;text-indent:0px;"">
	<b>Description</b> The origin server did not find a current representation for the target resource or is not willing to disclose that one exists.
</p>
这是？？？<br />",1,2019-03-17 20:30:44
9510,30855,2364.0,782.0,8784.0,8784.0,,中文的：，和英文的不同，半角和全角,0,2019-03-17 20:49:59
9511,63505,5630.0,1988.0,9131.0,9131.0,,"来，兄弟，你给我写
老子请你吃东西
老子第一题都不会",0,2019-03-17 21:07:52
9512,41832,171.0,76.0,8460.0,8460.0,,大神可否详说？,0,2019-03-17 21:20:56
9514,59432,4332.0,1515.0,,,9581.0,"<p>
	第八关怎么过
</p>",1,2019-03-17 21:58:23
9515,63898,4211.0,1504.0,,,,都是什么神仙题目,0,2019-03-17 22:36:36
9516,60997,4348.0,1515.0,9506.0,9506.0,,"scanf(""%lf,%lf"",&r,&h);要加逗号；并且要用double定义变量，你再试一下",0,2019-03-17 22:58:13
9517,63905,4211.0,1504.0,,,,枯了,0,2019-03-17 23:34:01
9518,62967,4332.0,1515.0,,,,出的题目真是屑,0,2019-03-17 23:43:44
9519,58887,4024.0,1333.0,,,,"<p>
	这bug平台动不动就给我宕机
</p>",2,2019-03-18 00:15:09
9520,58887,4024.0,1333.0,,,,"<p>
	超难受的
</p>",1,2019-03-18 00:15:31
9521,58887,4024.0,1333.0,,,,"<p>
	每次都要重新开始，而且是从头开始、
</p>",2,2019-03-18 00:16:12
9522,62588,2397.0,797.0,,,11448.0,刘杰牛皮,2,2019-03-18 01:21:09
9524,62588,2445.0,809.0,,,,liu劫牛皮！！！,1,2019-03-18 01:34:50
9526,67324,357.0,132.0,,,,卢嵩玉说做题好贵,3,2019-03-18 08:32:52
9527,67327,357.0,132.0,,,,看测试题还要金币啊,5,2019-03-18 08:33:10
9529,67410,357.0,132.0,,,,"<p>
	范佳景说卢嵩玉说做题好贵
</p>",4,2019-03-18 08:34:13
9530,67326,357.0,132.0,,,,"<p>
	杭新程在疯狂集赞中....................................................................................................................................
</p>",7,2019-03-18 08:44:41
9531,67390,5630.0,1988.0,,,,绝望啊兄弟，,0,2019-03-18 08:48:29
9532,67321,360.0,132.0,,,,诸葛蒋辉说他清明节有活动,1,2019-03-18 08:56:00
9533,67322,360.0,132.0,,,,1433223,0,2019-03-18 08:57:40
9534,67322,360.0,132.0,,,,恕我直言，我楼下的几位都是弟弟,1,2019-03-18 08:58:55
