course_id,name,description,visits,created_at,learning_notes,publish_time
688,Hadoop大数据基础,"Hadoop 是一个开源框架，允许使用简单的编程模型在跨计算机集群的分布式环境中存储和处理大数据。 Hadoop 框架的核心是 HDFS 和 MapReduce 。其中 HDFS 是分布式文件系统，MapReduce 是分布式数据处理模型。

在一个宽泛而不断变化的分布式计算领域，Hadoop 凭借什么优势能脱颖而出呢？

- 运行便捷：Hadoop 运行在由常用服务器组成的大型集群上。Hadoop 在云计算服务层次中属于 PaaS（Platform-as-a-Service）层；

- 健壮性：Hadoop 致力于在一般的硬件设施上从容地处理各类系统故障；

- 可扩展性：Hadoop 通过增加集群节点，可以线性扩展以处理更大的数据集；

- 简单：Hadoop 允许用户快速编写出高效的并行代码和应用。

目前，Hadoop 生态系统主要包括以下组成部分：

- HDFS：分布式文件系统，Hadoop 的核心组件；

- MapReduce：分布式计算框架，Hadoop 的核心组件；

- HBase：面向列的分布式开源数据库；

- Nutch：面向互联网的数据采集和搜索引擎；

- Flume、Scribe、Chukwa：收集非结构化数据的工具；

- Hiho、Sqoop：将关系数据库中的数据导入 HDFS 的工具；

- Hive、Pig：分别是数据仓库和数据分析工具；

- Oozie：作业流调度引擎；

- Hue：开源的 Apache Hadoop UI 系统；

- Avro：数据序列化工具；

- Mahout：大数据挖掘工具；

- Spark：大数据计算引擎。

本门实践课程将带着你从零基础到全面掌握 Hadoop 开发的核心技能，包括HDFS 、 YARN 、 MapReduce 的搭建及框架的应用，体验前沿的大数据开发与应用技术，快速胜任相关大数据工程师岗位。
",1153,2018-04-24 21:50:32,本课程适合有一定 Java 基础和 Linux 操作系统使用基础的学员学习。,2018-08-03 09:15:45
689,HBase从入门到实战,"本实训路径将带领你从 HBase 零基础到全面掌握 HBase 的核心知识：环境搭建、伪分布式部署、完全分布式部署、基本 shell 操作、Java 操作 HBase 数据库、等，带你全面的了解 HBase 的整个体系。
还等什么呢？赶紧开始挑战吧！！",781,2018-11-23 13:55:02,需要学员具备一定的 Java 编程基础以及 Hadoop 框架的基础。,2018-11-23 15:45:59
691,Spark大数据入门与实践,本实训路径以任务为导向，较为全面地介绍了 Spark 大数据技术的相关知识。具体内容包括 Spark 概述；SparkRDD 编程；Spark 编程进阶；Spark SQL：结构化数据文件处理；Spark Streaming：实时计算框架：功能强大的算法库；项目案例：餐饮平台菜品智能推荐。通过练习和操作实践，帮助你巩固所学的内容。,525,2019-03-16 15:08:46,需要学员具备一定的 Scala 编程基础与 Linux 的基础。,2019-04-29 17:00:10
692,MySQL从入门到实战,"MySQL 是最流行的关系型数据库管理系统，在 WEB 应用方面 MySQL 是最好的 RDBMS(Relational Database Management System ：关系数据库管理系统)应用软件之一。

MySQL 是一个关系型数据库管理系统，由瑞典 MySQL AB 公司开发，目前属于 Oracle 公司。 MySQL 是一种关联数据库管理系统，关联数据库将数据保存在不同的表中，而不是将所有数据放在一个大仓库内，这样就增加了速度并提高了灵活性。

在本课程中，会让大家快速掌握 MySQL 的基本知识，并轻松使用 MySQL 数据库。",2436,2019-04-24 10:52:23,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,2019-04-25 08:30:34
695,前端基础,"前端技术是几乎所有程序员必须掌握的技能，通过本实训路径你将学习到一整套前端从入门到实战的课程。

还等什么呢，赶紧开始挑战吧。",1603,2018-09-13 11:14:37,适合所有零基础的小伙伴,2018-10-17 16:19:39
705,UI设计入门到精通,暂无,11,2019-11-26 09:29:03,暂无,
714,算法设计与分析,"算法设计与分析是计算机专业的核心课程。学习该课程对学习其他专业课奠定了扎实的基础，也对培养计算思维和求解问题的能力起到重要作用。面对各个应用领域的大量实际问题，最重要的是分析问题的性质并选择正确的求解思路，即找到一个好的算法。特别是在当今复杂、海量信息的大数据处理中，一个好的算法往往起到决定性的作用。
课程介绍算法及其设计、分析的基础知识，并通过大量例题，讲解枚举法、递推法、分治法、贪婪算法、动态规划及与图搜索有关的算法策略。除此之外，还对算法设计基本工具的使用和算法设计中的技巧做了讲解。最后通过案例的一题多解进行算法设计的实践。
算法基础知识部分主要介绍算法相关的基本概念和数学基础。比如，什么是算法的伪码描述？什么是算法最坏情况下和平均情况下的时间复杂度？算法时间复杂度函数的主要性质，算法复杂度估计中常用的数学方法，如序列求和及递推方程求解。
通用算法设计技术与分析方法部分主要介绍分治策略、动态规划、贪心法、回溯与分支限界等算法设计技术。
<p aligh=""center"">
  <img src=""/api/attachments/1145937"" width=""100%"" heigh=""100%"">
</p>

",925,2019-11-27 16:07:01,掌握离散数学、 C语言和数据结构会更利于本课程的学习。,2021-03-31 10:50:50
728,大数据基础课程,"当前以进入大数据时代，大数据已经成为众多企业乃至国家的重要发展战略。学习和掌握大数据相关核心技术，发现和挖掘大数据蕴含的巨大价值，已成为我们面临的迫切需求。

本实训将带领你从基础开始，探索大数据和人工智能的发展历程，并介绍其相关组件，慢慢的进入大数据领域。

学习完本套课程，你将对大数据有了深刻的认识和了解，开启了通向大数据领域的成功之路，祝你成功！",99,2019-11-18 15:01:03,本套课程为大数据基础入门课，学习者需要了解电脑的一些基础操作。,
729,大数据行业案例导论,本课程全面阐释了大数据的概念、相关的技术和应用的现状，使读者对大数据的相关技术、应用和产业链能有一个比较清晰的认识。本课程在内容的选择上进行了深入的思考，不论是大数据领域的初学者还是具备一定相关专业知识的读者都能从书中得到一定的收获或启发。,66,2019-11-18 14:13:02,适合高等院校的计算机相关专业的本专科生、研究生以及IT行业的从业人员，和所有对大数据感兴趣的人士学习,
732,大学计算——基于Python的计算思维与工程实践能力训练,"国防科技大学开设的“大学计算”课程借鉴 2012 年挪威教育质量保障局 NOKUT 资助、由奥斯陆大学承担和推广的“科学教育中的计算（ CSE ）”项目的“计算+自然科学”的核心思想，其设计理念是面向“计算+”交叉融合的新工科计算能力需求，以精心设计、充满“噪音”的复杂真实案例串联课程目标，以学为中心分解真实案例，从简单起步、迭代滚动深入，在过程中植入计算所需知识、方法、可能问题等，逐步培养复杂工程问题的计算分析和计算研究能力，使得学生能够满足“计算+”理工类岗位的计算能力较高级要求，并能够举一反三，具备依托互联网开放资源独立解决理工类新需求的能力。

经过多年的建设和实践，基于 CSE 思想的“大学计算”课程取得了很好效果。2016 - 2017 学年度“大学计算”课程组——“计算机学院计算机程序设计课程组”获国防科技大学本科和继续教育教学优秀集体奖一等奖（当年度唯一）。2018 年能力导向的信息类人才培养获国家级教学成果二等奖。

本开放课程充分利用 EduCoder 平台教学评测一体化的特点，在视频讲解与文字描述相配合的基础上，将课程知识点以游戏闯关的模式组织成一个个的实训项目，选用与中学知识结构自然衔接的数学、电磁、机械、生物、地理等领域的应用问题作为实践主体，关注在新工科岗位以计算开展分析和研究的方法训练，设置了从问题定义到解释如何创建相应程序的大量案例分析、新的机制和编程方式常常结合例子引入、特别关注结果分析验证和错误发现等等实施方法。这些对于数值错误与编程错误常常交织在一起的新工科计算工作十分重要。

**<font color=""red"">本课程在课程简介、实训简介及实训关卡等环节设置了包括课程介绍、章节介绍及详细知识点讲解等内容的 54 个课程视频，帮助学习者既能从整体把握课程脉络，也能针对细节的知识点进行深度的学习。</font>**

<p align=""center"" >
<video width=""90%"" height=""55%""  controls = ""true""  controlslist=""nodownload"" src= ""http://outin-396971199eed11e991a100163e1c7426.oss-cn-shanghai.aliyuncs.com/sv/d9ebb63-16d1121663a/d9ebb63-16d1121663a.mp4"">
</video>
</p>
<p align=""center"" >课程视频《大学计算 - 基于Python的计算思维和工程实践能力训练》</p>

---",6553,2018-12-16 17:31:16,"**适用对象**：本课程适合所有零基础的学员，适合想要提升编程能力、工程能力、实践能力以及想要训练计算思维的学员。

**考核方式**：本课程打破传统 MOOC 课程在作业、测验和考核方面的题目形式，形成了以实训任务为主、辅以试卷的在线实践和自动评测考核类型，并贯穿于整个教学活动的不同环节。平台提供自动化评测机制，通过测试即可获得相应的分值。

**预期目标**：学生在完成本课程的学习后将能够掌握以下能力

- 根据简要问题描述，运用 Python 独立开发程序；
- 具备使用计算机求解理工类专业问题的基本能力；
- 具备使用计算机进行数据分析和可视化的能力；
- 具备查询资料进一步提升 Python 编程能力的自学能力；
- 具备学习类似编程语言（如 C++ ）和应用编程环境（ Matlab ）的能力。


**参考教材**：
[A Primer on Scientific Programming with Python, 5th Edition](https://www.springer.com/cn/book/9783662498866) ，ISBN: 978-3662498866。
",2018-12-16 22:50:10
733,数据科学导论,"数据科学是一种研究信息感知、抽象、保存、建模、传输，以及数据之间的逻辑、数量统计、计算和转化关系的综合应用科学。其本质就是表述和指导对事物认知的关系量化，把普适性的科学思维方式应用到数据上，使其成为一门窄而深的、精确的、拥有完整体系的学科。从知识体系上看，数据科学属于一门交叉学科，首先需要建立问题、量化、算法、计算、数据相关思维方式，重点关注人的问题；其次，需要了解数据清理、集成、探索等相关技术，解决数据本身的问题；最后，针对具体场景铸就领域知识的洞见也至关重要。

本课程不以高深的数学理论研究作为目的，也不以某一种计算机语言编程作为主线脉络，而是以激发学生的思考为主要手段，试图把数据科学放在一个更广阔的背景之中，从数学、方法论甚至认知论的层面出发，讨论数据科学的内涵和外延，以数据科学工作流程为线索，对各个环节逐一进行讨论与落实，从更高、更广的视角回看数据科学在各个环节的缩影。帮助学生站在一个更丰富的势场中认识数据科学，理解数据科学的基本思想，建立数据科学的整体认知地图，为后续专业课程的学习奠定系统观的基础和实践动手能力。

课程共有九讲，分为三个部分，分别是认知篇、实践篇和展望篇。第一、第二讲属于认知篇，介绍如何认知数据，什么是数据范式，数据科学的范围、定义与实践价值，以及与数学基础之间的关系；实践篇包含第三讲到第八讲，重点围绕数据科学工作流程展开介绍，对各个环节的思维方式、主要方法都做了详细的讨论，并结合案例进行了实践操作，第九讲则探讨了与数据相关的一些开放性问题，并对未来进行了展望。",2194,2019-09-04 10:17:43,"**适用对象：**
本课程作为数据科学的入门课程，主要介绍数据采集、数据预处理、数据可视化、回归、分类以及聚类等知识，学习本课程需要有一定的 Python 基础，NumPy 和 Pandas 等模块也需要有一定的了解，适合具有一定编程基础、对数据科学感兴趣的学员。

**考核方式：**
本课程采用“视频教学+在线实践”的创新模式，将视频讲授嵌入在线实训中，每一讲都围绕具体问题和案例展开。在考核方式上，贯穿于整个教学活动的不同环节采用以实训任务为主、以客观题和在线试卷为辅的自动评测考核类型。平台提供自动化评测机制，通过测试即可获得相应的分值。

**预期目标：**
学生在完成本课程的学习后将能够掌握以下能力

- 认识数据科学的基本内涵，掌握数据科学的一般流程；

- 具备基于数据科学分析问题的基本能力；

- 具备使用相关开源工具和技术编写程序进行数据采集、存储、分析、应用等的能力。


**参考教材：**
数据科学入门. Joel Grus 著，高蓉 韩波译. 人民邮电出版社。
",2019-09-08 11:21:31
734,计算机网络实验,"《计算机网络实验》为计算机大类相关专业的实践类课程，配合计算机网络原理课程，使学员通过在线实训对所学的网络理论与技术加深理解，提高学员的动手能力、工程实践能力和综合应用能力。
<br>

通关本课程的所有实训后，学员应掌握计算机网络体系结构（TCP/IP 协议族）中应用层、传输层、网络层、数据链路层中系列重要协议的分析；网络设备的基本配置和简单网络组建的基本技术；掌握路由协议中内部网关协议 RIP 协议和 OSPF 协议的基本配置、协议的验证与分析，应用协议进行网络组建设计；利用网络套接字接口完成简单网络应用的编程。
<br>

本实训课程以（美）库罗斯编写的《计算机网络-自顶向下方法》（陈鸣译）为蓝本，该教材为当前世界上最为流行的计算机网络教科书之一，采用了作者独创的自顶向下的方法来讲授计算机网络的原理及其协议，即从应用层协议开始沿协议栈向下讲解，强调应用层范例和应用编程接口。本实训参照教材提供的部分实验进行改编，以适应在线实训的要求。同时在实训相关知识的讲解中，选用了互联网中关于 TCP/IP 协议文本的相关介绍，在此一并致谢。",15142,2019-11-28 16:44:11,"本课程实训分为三个阶段：网络应用编程、网络协议分析及网络组网与配置。
<br>

网络应用编程通过套接字编程实现简单的网络应用，让学员对网络应用实现有直观的体验。该阶段实训需要学员有简单的程序设计基础，为简单起见选用 Python 作为编程语言，使实训具有广泛的适用面。
<br>

网络协议分析使用 Wireshark 作为协议分析工具，使用简单。学员实训重点放在对相应网络协议的内容的分析上面。
<br>

网络组网与配置使用开源软件 GNS3 作为模拟组网与配置工具，重点放在对网络拓扑实现与配置上，以实现各种场景下的网络互联互通。
<br>

在实训过程中，为了保证测评的正确性，请学员注意正确打开每关要求的学员文件，并在测评前保存相关操作文件。",2020-02-12 19:30:24
739,电商广告精准营销,"在当前信息大爆炸的时代，大数据技术为我国各行各业的发展起到了不可忽视的作用，电商广告行业也不例外。大数据和人工智能技术对广告行业具有巨大的提升作用，包括广告的到达率、消费者的广告接触率、广告的精准度等，这些对提升广告自身价值起到极其关键的作用。如何充分利用用户行为大数据分析，从而实现精准营销，成为当前提升电商竞争力的关键。

本课程以电商广告营销为案例，围绕大数据时代的电商广告精准营销涉及的数据分析处理方法、大数据技术、机器学习算法等开展广泛而深入的介绍，并将电商广告营销实践案例贯穿整个课程，帮助学习者快速学习和掌握相关技术并具备面向相关应用场景的实战能力。",62,2019-11-30 22:46:10,本课程适合具备一定编程经验，且对大数据与工智能相关技术应用感兴趣的学习者学习。,
753,Java语言程序设计（基础篇）,"Java是一门功能强大的面向对象编程语言，它摒弃了C++语言中难以理解的多继承、指针等概念，保留了面向对象本该拥有的优雅性和稳健性。在经历了20多年的发展与成长之后，如今Java已被广泛应用于移动及桌面应用程序、Web应用程序、分布式系统和嵌入式系统应用程序等各个领域的软件开发中。

本实训套件的目标是让学习者切实掌握Java语言的使用方法，培养学生独立编程解决实际问题的意识和能力，并在实训课程结束时能够独立完成一定难度的程序设计和开发任务。

本实训套件融合了多部Java相关的经典教材，可以满足Java语言程序设计、面向对象程序设计、数据结构等一系列计算机类基础教学活动。使得学习者在课堂学习之余，检验并提升自己的实际动手能力。",4651,2017-12-26 15:44:26,"本实训课程适用于初识编程的同学们，可配套《Java语言程序设计》、《面向对象程序设计》等同类课程，支持“零基础”Java编程学习与实训，对同学们的计算机和编程基础没有过多的特殊要求。

本实训将一步一步带领同学们走进计算机编程神奇的世界，实现从Java入门到精通Java编程的飞跃！",2017-12-26 15:49:29
756,人脸识别系统,"计算机视觉是一门研究如何使机器能“看见”的科学。人类认识感知世界的信息有`91%`来自视觉。同样，计算机视觉成为机器感知世界的基础，人工智能赋予计算机以“视觉”，其最终目的是使得计算机能够像人一样“看懂世界”。人脸识别，即是计算机视觉最重要的应用之一。

人脸识别(`Face Recognition`)，是基于人的脸部特征信息进行身份识别的一种生物识别技术。通常我们所说的人脸识别是基于光学人脸图像的身份识别与验证的简称。它是使用摄像机或摄像头采集含有人脸的图像或视频流，并自动在图像中检测和跟踪人脸，进而对检测到的人脸进行脸部识别的一系列相关技术，通常也叫做人像识别、面部识别。技术上包括图像采集、特征定位、身份的确认和查找等等。

人脸识别已经广泛的应用于我们的生活。在金融、司法、军队、公安、边检、政府、航天、电力、工厂、教育、医疗及众多企事业单位等领域都有广泛应用。其中，人脸识别的应用主要有：

1、门禁系统：受安全保护的地区可以通过人脸识别辨识试图进入者的身份，如人脸识别门禁考勤系统，人脸识别防盗门等。
2、公安、司法和刑侦。如利用人脸识别系统和网络，在全国范围内搜捕逃犯。
3、 网络应用：利用人脸识别辅助信用卡网络支付，社保支付防止冒领等。
4、 人证核验一体机：核验持证人和证件照是不是同一个人，例如火车和飞机安检。

通过本系列人脸识别实训，你将学会人脸识别的基础知识，使用最新的技术，理解人脸识别流程，实现自己的人脸识别系统。

还在等什么，让我们开始学习之旅吧！

<p align=""center"" >
<img  style=""border: 2px solid #ddd;padding: 30px; background: #fff;"" src=""/api/attachments/223520"" alt=""""  height=""70%"" width=""70%""  /> </p>
",832,2018-10-27 19:52:30,"本实训课程是人脸识别系统实训，有以下要求：

- 了解和掌握`Python`基础编程知识；
- 对机器学习、`Python`函数库的使用有基本了解。

**前导课程推荐：**
[大学计算 - 基于Python的计算思维和工程实践能力训练](https://www.educoder.net/paths/149)
",2018-11-19 15:54:52
758,Hadoop大数据基础,这个实训路径会带着你从零基础到全面掌握`Hadoop`开发的核心技能：`HDFS` 、`YARN`、`MapReduce`的搭建及框架的应用，了解最火爆最前沿的大数据技术发展趋势，快速入门大数据。,1159,2018-04-24 21:50:32,本课程适合有一定`Java`基础和`Linux`操作系统使用基础的学员学习。,2018-08-03 09:15:45
760,但是过分过分的,德国发动更多丰富的好地方,18,2019-12-05 11:40:17,法国德国发动实施规范化蛋糕,
761,军用大数据,111,23,2019-12-05 17:25:19,1111,
763,人脸识别系统,"计算机视觉是一门研究如何使机器能“看见”的科学。人类认识感知世界的信息有`91%`来自视觉。同样，计算机视觉成为机器感知世界的基础，人工智能赋予计算机以“视觉”，其最终目的是使得计算机能够像人一样“看懂世界”。人脸识别，即是计算机视觉最重要的应用之一。

人脸识别(`Face Recognition`)，是基于人的脸部特征信息进行身份识别的一种生物识别技术。通常我们所说的人脸识别是基于光学人脸图像的身份识别与验证的简称。它是使用摄像机或摄像头采集含有人脸的图像或视频流，并自动在图像中检测和跟踪人脸，进而对检测到的人脸进行脸部识别的一系列相关技术，通常也叫做人像识别、面部识别。技术上包括图像采集、特征定位、身份的确认和查找等等。

人脸识别已经广泛的应用于我们的生活。在金融、司法、军队、公安、边检、政府、航天、电力、工厂、教育、医疗及众多企事业单位等领域都有广泛应用。其中，人脸识别的应用主要有：

1、门禁系统：受安全保护的地区可以通过人脸识别辨识试图进入者的身份，如人脸识别门禁考勤系统，人脸识别防盗门等。
2、公安、司法和刑侦。如利用人脸识别系统和网络，在全国范围内搜捕逃犯。
3、 网络应用：利用人脸识别辅助信用卡网络支付，社保支付防止冒领等。
4、 人证核验一体机：核验持证人和证件照是不是同一个人，例如火车和飞机安检。

通过本系列人脸识别实训，你将学会人脸识别的基础知识，使用最新的技术，理解人脸识别流程，实现自己的人脸识别系统。

还在等什么，让我们开始学习之旅吧！

<p align=""center"" >
<img  style=""border: 2px solid #ddd;padding: 30px; background: #fff;"" src=""/api/attachments/223520"" alt=""""  height=""70%"" width=""70%""  /> </p>
",2336,2018-10-27 19:52:30,"本实训课程是人脸识别系统实训，有以下要求：

- 了解和掌握`Python`基础编程知识；
- 对机器学习、`Python`函数库的使用有基本了解。

**前导课程推荐：**
[大学计算 - 基于Python的计算思维和工程实践能力训练](https://www.educoder.net/paths/149)
",2018-11-19 15:54:52
769,大学计算机基础（人工智能案例）,"2017 年，MIT 启动了新一轮工程教育改革——“新工程教育转型”（New Engineering Education Transformation，简称 NEET）计划，代表了世界工程教育的最新发展方向。NEET 计划强调以工程实践为基础，通过变革学习方式与学习内容，培养学生的工程思维、科学思维及人本思维，使学生成为兼具工具理性与价值理性的工程人才。

 

2017 年 2 月以来，教育部积极推进新工科建设，全力探索形成领跑全球工程教育的中国模式、中国经验，助力高等教育强国建设。新工科专业主要指针对新兴产业的专业，以互联网和工业智能为核心，包括大数据、云计算、人工智能、区块链、虚拟现实、智能科学与技术等相关工科专业。

 

2018 年教育部印发《高等学校人工智能创新行动计划》（简称《计划》），要求推进“新工科”建设。即重视人工智能与计算机、控制、数学、统计学、物理学、生物学、心理学、社会学、法学等学科专业教育的交叉融合，形成“人工智能+X”复合专业培养新模式。

 

本课程面向全校性《大学计算机基础》课程教学，配备了人工智能相关案例，可用于不同专业的案例教学。通过对其中案例的学习和体会，使非计算机类工科专业学生了解人工智能的历史以及人工智能在相关领域应用的研究进展，初步掌握人工智能应用能力，为培养符合新工科背景下“人工智能 + X”复合型人才打好基础。",28,2019-12-09 11:48:47,本课程重在培养学生对实际应用案例的理解和体会，可以面向具有对大学计算机基础知识、具有初步计算思维能力的学生。,
773,C程序设计-2018-2019-2,《C语言程序设计》是软件工程、物联网工程、数据科学与大数据、电子商务（技术方向）等多个专业的专业基础课，也是非计算机专业的选修课。此课程为学生奠定了基本的程序设计基础，是一门专业核心基础课。,75,2019-12-09 19:52:43,通过学习本课程，学生应该掌握C语言程序的结构和编程风格与惯例；熟练掌握三种基本程序结构；理解函数的作用；熟练掌握数组、指针、结构体等编写、调试和运行程序。从能力上应该掌握程序设计基本思维和方法，养成良好的分析问题的能力和工程意识，具备综合运用知识和技术解决实际问题的能力。,2019-12-10 13:41:09
776,收费的,第三方地方似懂非懂,10,2019-12-10 10:36:04,第三方第三方的是非得失,
777,Spark 军用大数据分析（Python3 实战 ）,"Spark 最初由美国加州伯克利大学的 AMP 实验室于 2009 年开发，是基于内存计算的大数据并行计算框架，可用于构建大型的、低延迟的数据分析应用程序。

<br>

本课程以军事数据分析处理为主线，主要包括使用 Spark SQL 统计全球战斗机相关性能指标，使用 Structed Streaming 对飞机点击次数的实时统计，使用 Spark MLib 对坦克类型分类以及使用 Spark GraphX 对军用物资运输路线规划。另外，我们还有 Spark Core 相关知识的介绍。

<br>

Spark 支持 Java、Scala 和 Python 等语言，本课程主要基于 Python 语言开发。


<br>


本课程使用 Python3 实战讲解了 Spark 核心功能组件，结合军事数据进行脱敏作为实战项目，让你在学习对大数据进行处理与分析的同时也了解如何对军事相关数据进行使用和分析，从而形成数据洞察，辅助决策人员作出更好的决策。

<br>

本门课程分为六个章节：

<br>

- 前两章主要介绍 Spark 的基础知识，包括 Spark 环境的搭建，入门案例的编写，Spark Core的使用，带领你通过实战来入门 Spark；

<br>

- 第三章至第六章主要介绍 Spark 核心组件结合军事数据进行分析的案例，带领你通过项目实战来学习和了解 Spark 核心组件的使用。

<p align=""center"">
<img src = ""/api/attachments/556497"" />
</p>


",3600,2019-12-10 11:10:00,"适合人群：

- 了解 Python 语言的想使用 Spark 进行数据处理分析的人员
- 了解 Hadoop，想快速提升 Spark 技能的学习者
- 想投身大数据行业，想从事大数据科研方向或者想转行大数据行业的开发者


技术储备：

- 了解 Linux 操作系统，熟悉常用 Linux 命令的使用
- 掌握 Python 同时有 SQL 基础

",2020-01-02 17:01:13
779,数据库原理与应用——数据库新技术篇,探索数据库新技术，如NoSQL数据库等,10,2019-12-10 20:23:22,掌握数据库关系模型等核心技能，探索数据库新技术,
781,大学计算机基础（崔良中）,大学计算机基础（崔良中）,38,2019-12-12 11:15:01,大学计算机基础（崔良中）,
782,创建课程,课程的创建,69,2019-12-14 00:05:14,新版课程测试,
784,人工智能入门基础（Python）,"Python是一种面向对象的解释型计算机程序设计语言，因其简洁性、易读性、可扩展性、丰富和强大的功能库等，成为最受欢迎的程序设计语言之一。Python能够与其他语言（如C/C++、Matlab等）轻松集成，并且其本身也是开源软件，在学术界和产业界得到极其广泛的应用。随着人工智能的爆发，Python基本已经坐稳AI时代头牌编程语言。

本实训套件包含了一系列Python实训项目，为学习者规划了一条简单快捷的Python学习路径，以完成任务通过关卡的方式，带领您轻松愉快的学习和掌握Python语言的基础知识和编程精髓。
![](/api/attachments/545480)",3289,2019-12-15 12:06:50,请在本学期结束之前完成该课程的学习！,2020-02-20 11:16:19
785,Android综合实训,Android课程实训,14,2019-12-16 11:37:04,无,
788,冲,撒旦,4,2019-12-16 22:08:32,萨的地方,
805,Web技术,HTML+CSS+JS+SERVLET+AJAX,5,2019-12-25 09:58:38,HTML+CSS+JS+SERVLET+AJAX,
807,大数据开发技术基础,"
本课程为计算机科学与技术专业的必修课程。通过本课程的学习，使学员掌握掌握大数据技术的基本能力，为后续相关专业课程的学习打下坚实的学科基础。

#### 目的与任务

1. 掌握大数据开发技术基础的理论知识，具有掌握大数据技术的基本能力；

2. 熟悉 Hadoop 集群的环境搭建，掌握常用的 HDFS 文件系统及 MapReduce 原理，掌握常用的 API；掌握 Hive 数据操作，掌握 HBase 表的设计、及常用的 API，可以独立的完成大数据的开发工作；

3. 了解本学科的发展现状和趋势，具有创新意识、终身学习能力、获取信息能力和适应学科发展能力；

4. 热爱学习本课程，了解与本专业相关的职业和行业的重要法律法规及方针与政策，理解大数据技术伦理的基本要求。

#### 课程内容

本课程内容主要包括：Hadoop2.x 概述及生态系统、Hadoop2.x 环境搭建、HDFS 分布式文件系统、Hadoop I/O 详解、MapReduce 编程模型、Hive 操作数据、HBase 数据模型和表设计、HBase 整合 SQL 引擎层等。
",17015,2019-12-25 16:37:24,"学习本课程前，需要学员先学习 Java基础程序设计、数据库原理及应用、Linux操作系统、Web基础开发技术、JAVA高级程序设计等课程。

参考教材：

1. Hadoop权威指南：大数据的存储与分析 清华大学出版社 汤姆，怀特（Tom White）著；王海，华东，刘喻，吕粤海 译；
2. HBase权威指南 人民邮电出版社 LarsGeorge著 ；
3. Hadoop实战（第2版） 机械工艺出版社 陆嘉恒 著；
4. Hive编程指南  人民邮电出版社 Edward Capriolo，Dean Wampler，Jason Rutherglen 著；曹坤 译；
5. Hadoop大数据处理  人民邮电出版社 刘军 著。",2019-12-30 11:20:22
812,mysql数据库,mysql数据库选用实训,330,2019-12-30 14:04:23,数据,
813,数据库技术与应用（MySQL）,"MySQL 是一个关系型数据库管理系统，主要用来存储应用程序的数据，比如我们在 Educoder 平台的用户名和密码等基本信息就被存储在 MySQL 数据库中。使用 MySQL 可以解决多应用、多用户之间的数据共享，数据存储的结构化以及数据的多样化查询和保存。

本课程不仅包含 MySQL 常用基础知识以及配套的综合案例，而且包含企业中真实使用的各种优化技巧。",82,2019-12-30 14:52:44,本实训课程系列适用于零基础的同学自主学习，对同学们的计算机和编程基础没有特殊要求。,
816,大数据--数据分析与实践（电商精准营销案例）,"随着互联网+的快速推进，电商已经深入了我们生活的方方面面。电商的快速兴起，旧的行销模式和营销理论不能满足新的经济模式。网络化的电商，不受地域限制，数据收集方便等特点，使精准化营销成为了可能。精准化营销有效率高、成本低等特点，被广泛的应用于大数据时代的电商营销中。
本课程主要通过电商精准营销案例，介绍数据分析的全过程，从开始的分析目标的确定、数据收集、数据挖掘（分析）以及到最后的应用，让您切实参与到数据挖掘（分析）中来，加深数对数据挖掘（分析）整个流程的理解，梳理数据挖掘（分析）的所必备的知识和分析技巧。实现理论和实践的结合。

<p>
<center>
<img  style=""border: 1px solid #ddd"" src=""/api/attachments/1121536"" alt=""图1""  height="""" width=""""  />
</center>
</p>",900,2020-01-07 23:42:46,"学习本课程需要具备以下前置知识：
- 掌握基本的 Python 使用方法；
- 数据处理的理论知识（缺失数据处理，相关性等统计知识）；
- 相关的统计学习方法的理论知识。",2020-07-06 16:29:47
831,软件工程,软件工程,8,2020-01-15 19:39:14,软件工程,
834,大数据存储,"本课程为计算机科学与技术专业的专业选修课程。通过本课程的学习，使学员掌握掌握大数据技术的基本能力，为后续相关专业课程的学习打下坚实的学科基础。
第一章，大数据处理架构Hadoop
介绍大数据处理架构Hadoop，Hadoop的安装与使用。
第二章，分布式文件系统HDFS
介绍Hadoop的存储模型，文件系统HDFS，文件系统HDFS命令的使用。
第三章，分布式数据库HBase
介绍HBase的原理与存储模型,列族数据库的存储模型与特点，HBase命令的使用和HBase 常用的API接口与开发。
第四章，Hive 快速入门
介绍Hive的存储模型、Hive的命令的使用和 API接口与开发。
第五章，MongoDB文档数据库
介绍MongoDB原理，文档数据库的存储模型与特点，MongoDB命令的使用等。MongoDB API接口与开发。
第六章，Redis键值数据库
介绍Redis原理，键值数据库的存储模型与特点，Redis命令的使用等。Redis API接口与开发。其他典型键值数据库介绍。",2581,2020-01-19 20:42:11,"学习本课程前，需要先学习 Java程序设计、数据库原理及应用、Linux操作系统等课程。
参考教材：
1. Hadoop权威指南：大数据的存储与分析 清华大学出版社 汤姆，怀特（Tom White）著；王海，华东，刘喻，吕粤海 译；
2. HBase权威指南 人民邮电出版社 LarsGeorge著 ；
3. Hadoop实战（第2版） 机械工艺出版社 陆嘉恒 著；
4. Hive编程指南 人民邮电出版社 Edward Capriolo，Dean Wampler，Jason Rutherglen 著；曹坤 译；",2020-02-13 16:21:10
843,阿炜的编程训练,c及python的实训,20,2020-02-02 11:10:13,人生苦短，我用python,
