chapter_id,name,description,created_at
2068,第五章：Spark GraphX 图计算,Spark GraphX 图计算是 Spark 的一个模块。本章节主要介绍了 Spark GraphX 图计算的基础知识，并根据所学对军用物资路线进行规划。,2019-12-10 11:22:04
2070,MongoDB数据库,,2019-12-10 20:25:39
2075,大学计算机基础知识章节,大学计算机基础知识章节,2019-12-12 11:26:13
2076,第一阶段 Python程序设计入门：Python初体验,该阶段为学习者介绍了Python中不同的编程模式，以及在脚本编程模式下如何使用print内置函数实现打印输出一个字符串的功能，让学习者初步体验和感受Python的基本用法，为后续编程实战打下基础。,2019-12-15 12:08:58
2077,第二阶段 Python程序设计入门：数据类型,本阶段主要介绍Python中的字符串、列表、元组与字典等常见数据类型及其常用操作，该部分为Python编程的基础。,2019-12-15 12:10:44
2078,第三阶段 Python程序设计入门：控制结构,本阶段主要介绍Python中的程序控制结构，包括顺序结构、选择结构与循环结构等。,2019-12-15 12:11:41
2079,第四阶段 Python程序设计入门：函数与模块,本阶段主要介绍Python程序设计中的函数与模块，包括函数的定义与使用、模块的应用等。,2019-12-15 12:12:42
2080,第五阶段 Python程序设计入门：类与对象,本阶段进入Python面向对象编程部分，主要介绍类的基本语法、类的继承以及其它特性。,2019-12-15 12:13:23
2081,Android综合实训,,2019-12-16 11:37:47
2084,C语言,大,2019-12-16 22:09:16
2117,第二章：Spark Core核心RDD,RDD 是 Spark 的计算模型。是 Spark 中最基本的数据抽象，它代表一个不可变、只读的、被分区的数据集。RDD使用方便，而无需关心底层的调度细节。本章节将带领你学习RDD的基础知识，了解如何使用RDD进行编程。,2019-12-23 09:33:28
2133,HTML,,2019-12-25 10:00:36
2136,第一章  Hadoop2.x 概述及生态系统,本章通过介绍 Hadoop 基本简介、体系结构、分布式开发以及生态系统等有关内容，使学生了解什么是 Hadoop，为什么要使用 Hadoop，Hadoop 与其他系统的关系，最后列举一些 Hadoop 应用案例，从而使学生更深入了解 Hadoop。,2019-12-25 16:38:18
2137,第二章  Hadoop2.x环境搭建,本章通过介绍Hadoop的发行版本、搭建Hadoop集群、Hadoop集群的相关操作，使学生理解Hadoop集群的组成和工作原理，掌握Hadoop集群的搭建和基础运维。,2019-12-25 16:38:47
2138,第三章   HDFS 分布式文件系统,本章通过讲解HDFS的设计原理、数据的读写流程，使学生理解HDFS的体系结构，理解工作原理，掌握Hadoop集群的节点。,2019-12-25 16:39:07
2139,第四章  访问 HDFS 分布式文件系统,本章通过讲解了访问 HDFS 分布式文件系统的方式，使学生了解各种访问 HDFS 分布式文件系统的各种方式并熟练的掌握的使用 Java API 接口的方式。,2019-12-25 16:39:25
2140,第五章  Hadoop  I/O 详解,本章通过介绍 Hadoop 内部文件的实现方式，使学生了解 Hadoop 如何保持数据完整性以及序列化框架实现在分布式数据处理中对文件进行序列化和反序列化的操作。,2019-12-25 16:39:59
2141,第六章   MapReduce 编程模型,本章通过讲解 MapReduce 的编程实现、YARN 运行机制、Shuffle 排序和任务的执行、作业调度等内容，使学生理解 MapReduce 工作原理，掌握使用Java API编写MapReduce任务的能力；真正理解YARN的运行机制、Shuffle和排序的原理。,2019-12-25 16:40:43
2142,第七章   使用 Hive 操作数据,本章通过讲解 Hive 架构、环境的搭建及各种数据的操作，使学生理解 Hive 架构组成，学会自己 Hive 环境的搭建，掌握 Hive 各种数据操作。,2019-12-25 16:49:02
2143,第八章   Hive使用进阶,通过本章的学习，使学生进一步了解Hive，掌握视图和索引，自己学会编写Hive UDF函数，掌握Hive各种调优策略。,2019-12-25 16:50:25
2144,第九章   HBase数据模型和表设计,通过本章的学习，学生可以自己HBase搭建过程，在、理解HBase中的重要概念，依据实际案例实现HBase数据模型的创建。,2019-12-25 16:56:50
2145,第十章   HBase整合SQL引擎层,通过学习本章连接HBase的各种客户端及实现HBase整合SQL引擎层的内容，学生会使用一种客户端连接操作HBase，并掌握一种HBase整合SQL引擎层的方式。,2019-12-25 16:57:09
2147,MySQL实训,,2019-12-30 14:14:22
2148,MongoDB,,2019-12-30 14:33:18
2149,new,,2019-12-30 14:36:23
2150,初识MySQL,,2019-12-30 15:03:48
2151, MySQL--表的基本操作,,2019-12-30 15:03:48
2152,MySQL--数据的插入、更新与删除,,2019-12-30 15:03:49
2153,第4章MySQL--数据检索,,2019-12-30 15:03:51
2154,第5章MySQL--数据过滤,,2019-12-30 15:07:40
2155,第6章MySQL--常用处理函数,,2019-12-30 15:07:53
2156,第7章MySQL实战--查询语句的高效使用,,2019-12-30 15:08:10
2157,第8章MySQL高级应用,,2019-12-30 15:08:49
2162,第三章 电商精准营销数据分析处理,"本章主要通过实训的方法对实例中的数据进行预处理和数据清洗，加深对数据分析中数据处理方法的理解和加强对数据处理的实际动手能力。
实例背景：某电商准备在节前对某商品进行促销，需要对商品进行推销，为了不大幅度降低客户的体验感，需要对目标客户进行筛选，精准营销。
分析目的：以某商城真实的用户、商品和行为数据（脱敏后）为基础，对数据进行预处理和数据清洗。",2020-01-07 23:43:12
2163,第五章  电商精准营销模型分析,本章通过数据挖掘的技术和机器学习的算法，构建用户购买商品的预测模型，输出高潜用户和目标商品的匹配结果，为精准营销提供高质量的目标群体。,2020-01-07 23:43:27
2176,第一章,,2020-01-15 19:40:41
2191,c入门,人生苦短，我用c,2020-02-02 11:12:37
2192,python入门,人生苦短，我用python,2020-02-02 11:15:01
2195,人工智能概述,"主要介绍人工智能相关基础知识，包括人工智能的起源、定义，实现人工智能的方法，以及人工智能的典型应用领域等。

",2020-02-02 16:21:23
2196,人工智能搜索算法,本章主要聚焦基于搜索的问题求解方法，包括启发式搜索和盲目搜索算法等,2020-02-02 16:28:17
2197,人工智能博弈算法,主要介绍MinMax博弈算法以及博弈算法中的剪枝技巧（如MinMax 算法中的 AlphaBeta 剪枝）,2020-02-02 16:32:46
2198,人工智能归纳学习算法,主要介绍人工智能领域的决策树算法,2020-02-02 16:39:11
2213,人工智能知识表示,本章主要介绍人工智能的知识表示方法，以及相关的逻辑推理相关知识,2020-02-02 17:17:59
2223,指针与数组,指针，数组，字符串,2020-02-02 17:40:37
2224,自定义类型,结构体，共同体，位运算,2020-02-02 17:44:33
2225,文件操作,文件的基本操作,2020-02-02 17:45:56
2272,人工智能与教育,,2020-02-02 17:55:43
2273,人工智能与经济,,2020-02-02 17:55:43
2274,人工智能与司法,,2020-02-02 17:59:11
2275,人工智能与林业,,2020-02-02 18:00:43
2276,人工智能与社会,,2020-02-02 18:01:54
2297,人工智能前沿案例,,2020-02-02 18:05:10
2307,第 1 章 Java入门之变量与表达式,本章带领你搭建 Java 开发环境，并在其中编写简单的 Java 程序，主要内容包括常量、变量、数据类型、运算符与表达式等最基础的 Java 语法概念，为以后的学习打下基础。,2020-02-03 09:52:37
2308,第 2 章 Java入门之控制结构,在上一章节中，我们使用了程序设计中三大控制结构中的顺序结构编程方法，本章我们通过实践来学习程序设计中分支结构和循环结构这两大控制结构在 Java 中的使用。,2020-02-03 10:05:07
2309,第 3 章 Java入门之数组,在 Java 中用来存储量级较大的数据经常会使用到数组，本章将带领你学习 Java 中的数组基础知识、数组的便利、数组的排序等知识。,2020-02-03 10:11:45
2310,第 4 章 Java入门之方法,"思考一个问题：将所有的代码都写在 main 方法中好不好呢？
相信你心里已经有答案了，Java 提供了方法，让我们可以将代码封装到一个方法中，从而可以重复使用，这样就大大的降低了程序的耦合度，也提升了系统的可扩展性，本章节我们会讲到 Java 中方法的基本用法。",2020-02-03 10:15:49
2311,第 5 章 Java 面向对象之类和对象,类和对象是 Java 面向对象的最核心内容，封装、继承、多态是 Java 面向对象的三大特性，也是能够提升软件开发效率的重要原因，本章节主要学习 Java 面向对象的基础语法和面向对象程序设计的思路，以及这几大特性的主要用法。,2020-02-03 10:29:19
2312,第 6 章 Java面向对象之常用类,在 Java 中有一些经常会使用到的类，这些类几乎在任何系统中都会用到，所以掌握这些类的使用，有利于解决我们以后在项目开发中遇到的问题。,2020-02-03 11:18:49
2313,第 7 章 Java面向对象之异常类与文件类,异常类和文件类在一般项目中非常常见，本章节我们来重点学习这两个类的用法。,2020-02-03 11:27:05
2315,互联网初级实践,初识互联网，了解网页，掌握web服务器，爬取网页,2020-02-03 11:48:25
2316,第 1 章 C&C++程序控制,程序可以抽象为“数据的输入-数据的处理-结果输出”。这一部分从输入输出引入程序结构，然后用模块化程序设计方法贯穿整个部分。数据的每一个最小处理单元由运算符来完成，运算符形成的表达式可以实现预定义数据类型的计算，某个计算过程（也可以说算法）需要一组有序的运算共同完成，组织这些运算需要使用顺序、选择、循环三种结构。更复杂的功能则需要引入函数，使用模块化的程序设计方法进行设计。,2020-02-03 15:22:04
2317,第 2 章 C&C++数据结构,程序=数据结构+算法，光有程序控制部分实现算法不够，还需要有数据结构的设计。数据结构一般可以抽象为数据对象加上数据对象之间的联系。数组描述一种最常见的数据结构：连续存放有序的同类型数据对象。结构则用来描述单个复杂对象，指针可以通过存放的地址访问该地址的对象，常用来表示对象之间的联系。这些常见数据结构之间的相互组合可以实现数据对象间更加复杂的联系，包括线性结构、树形结构和图形结构，这一部分通过数组、指针、结构、线性表初步接触数据结构的设计和实现。实际数据结构的设计则更加灵活。,2020-02-03 15:26:58
2318,第 3 章 C&C++文件及综合练习,大型系统的运行需要文件的支持，文件使程序处理大量数据成为可能。这一部分从数据结构的复杂性和处理数据的量两个方面综合前面学习过的函数、数组、指针、结构以及文件等内容进行综合提升训练。,2020-02-03 15:30:27
2319,第 4 章 C++面向对象 - 类和对象,本章节主要介绍面向对象的程序设计、类的定义和对象的创建，成员函数的调用方法、对象的初始化，以及类的构造函数、析构函数的应用，包括其定义与使用方法、数组、对象指针以及静态成员。,2020-02-03 15:34:55
2320,第 5 章 C++面向对象 - 继承、派生和多态,本章节主要介绍类的继承与派生的定义与使用方法，类的多态性与虚函数的定义与使用方法。,2020-02-03 15:37:48
2321,第 6 章 C++面向对象 - 运算符重载、友元函数和STL,本章节主要介绍几种常用的运算符重载的方法，友元函数、转换构造函数的定义和使用，STL（Standard Template Library，标准模版库）的应用，包括STL的使用，常用容器、迭代器和算法的使用。,2020-02-03 15:44:14
2322,01js基础,,2020-02-03 16:02:46
2323,02html,,2020-02-03 16:13:23
2328,HTML入门及基础,学习HTML相关知识,2020-02-04 11:28:58
2366,第一章 大数据处理架构Hadoop,,2020-02-04 20:36:39
2367,第二章 分布式文件系统HDFS,,2020-02-04 20:42:14
2368,第三章 分布式数据库HBase,,2020-02-04 20:54:18
2369,第四章 Hive 快速入门,,2020-02-04 21:11:04
2370,第五章 MongoDB文档数据库,,2020-02-04 21:22:00
2371,第六章 Redis键值数据库,,2020-02-04 21:30:59
2373,第一章：C语言概述,"1、掌握C 语言程序的结构；
2、熟悉Visual C++等上机实验环境，掌握C 程序的开发过程。
",2020-02-05 08:28:59
2385,章节一,描述,2020-02-05 21:51:13
2396,数据结构与算法——线性结构,"数据结构是计算机存储和组织数据的方式，合理有效的数据结构设计能够提高计算机存储和运行数据的效率。在程序设计中，数据结构的选择是基本的考虑因素，对系统实现的复杂度和质量具有非常重要的影响。
线性表是最基本、最简单、也是最常用的一种数据结构。线性表结构中，数据元素之间通过一对一首尾相接的方式连接起来。具体实现时，线性表可以采用顺序存储，也可以采用链接存储。本实训项目的主要目标是学习和掌握基于 C 语言实现线性表，主要内容包括基于顺序存储和链接存储的方式来实现线性表。",2020-02-07 15:46:38
2397,数据结构与算法——栈,"数据结构是计算机存储和组织数据的方式，合理有效的数据结构设计能够提高计算机存储和运行数据的效率。在程序设计中，数据结构的选择是基本的考虑因素，对系统实现的复杂度和质量具有非常重要的影响。
栈是一种运算受限的线性表。其限制是仅允许在表的一端进行插入和删除运算。这一端被称为栈顶，相对地，把另一端称为栈底。栈既可以采用顺序存储，也可以采用链接存储来实现。2-1项目的主要目标是学习和掌握基于 C 语言来实现栈。本项目通过编程实现顺序存储的栈和链接存储的栈。",2020-02-07 15:51:33
2398,数据结构与算法——队列,"数据结构是计算机存储和组织数据的方式，合理有效的数据结构设计能够提高计算机存储和运行数据的效率。在程序设计中，数据结构的选择是基本的考虑因素，对系统实现的复杂度和质量具有非常重要的影响。
队列是一个插入操作和删除操作受到限制的线性表数据结构。队列的插入和删除被限制在表的两端，即插入操作只能在表的一端进行，而删除操作只能在表的另一端进行，因此队列又称先进先出表。队列既可以采用顺序存储，也可以采用链接存储来实现。本实训项目的主要目标是学习和掌握基于 C 语言来实现队列数据结构，主要内容包括基于顺序存储以及链接存储方式实行 C 队列。",2020-02-07 15:54:05
2399,数据结构,请完成,2020-02-07 17:24:56
2400,第二章：数据类型与基本操作,提供课外练习使用。,2020-02-08 10:54:38
2404,spark安装,,2020-02-08 20:36:46
2407,Web程序设计,web程序设计，含前端、后段、服务器设置等。,2020-02-09 11:36:22
2408,物联网应用设计,物联网移动应用开发,2020-02-09 11:40:11
2409,人工智能应用设计,人工智能应用设计,2020-02-09 11:44:55
2410,大数据与云计算,大数据平台、数据处理算法、云计算管理平台,2020-02-09 12:08:32
2411,计算机系统与算法设计,计算机系统、计算机算法设计,2020-02-09 12:21:01
2413,表的创建,,2020-02-09 18:24:05
2414,数据库表的设计,,2020-02-09 20:24:22
2426,数据清洗和分析,,2020-02-10 16:53:30
2428,软件工程概述,本章主要介绍软件工程的基础知识，包括软件危机、软件工程的基本概念与原理、软件过程、软件过程模型，敏捷软件过程。,2020-02-10 19:15:45
2429,可行性分析,本章主要学习可行性分析的原理与方法，掌握可行性分析的技巧，从而具备对实际项目进行可行性分析的能力。,2020-02-10 19:43:47
2432,基础篇,,2020-02-10 23:11:24
2442,基础语法,,2020-02-11 11:46:46
2448,第三章	 顺序结构程序设计,了解算法的概念及特征，了解用流程图、N-S流程图、伪代码表示算法，了解结构化程序设计方法。了解C语言的五种基本语句。掌握输入输出函数，掌握字符输入输出函数。,2020-02-12 09:14:09
2449,第四章	 选择结构程序设计,熟练掌握选择结构的思想，掌握if语句的各种形式和应用，掌握switch语句和break语句的使用，掌握选择结构嵌套的使用。,2020-02-12 09:16:09
2450,第五章	 循环结构程序设计,掌握 while语句、do-while语句、for语句及其应用，掌握循环嵌套的使用，掌握break、continue语句的使用。,2020-02-12 09:17:33
2451,第六章	 函数,掌握函数的定义、类型、返回值及调用，掌握函数的嵌套调用和递归调用。了解变量的存储类型，掌握变量的作用域（局部变量和全局变量）。,2020-02-12 09:20:07
2452,第七章 数组,掌握数组的概念，掌握一维数组的定义、引用，掌握二维数组及多维数组的定义、元素的引用，掌握字符数组及其应用。,2020-02-12 09:20:46
2453,第八章　指针,掌握指针与地址的概念；掌握指针变量的定义、初始化；掌握*运算和&运算；掌握指针与数组；了解二级指针。,2020-02-12 09:21:21
2454,第九章　结构体,掌握结构体类型的定义；掌握结构体变量的定义及初始化方法；掌握结构体变量成员的引用；了解链表，了解存储动态分配和释放。,2020-02-12 09:21:44
2456,编写简单的Python程序,,2020-02-12 11:55:24
2469,HTML入门,"HTML(Hypertext Markup Language，超文本标记语言)是一种用于创建Web页面和Web应用的标准化标记语言。在CSS(Cascading Style Sheets，级联样式表单)和JavaScript的帮助下，HTML已经成功构建了一整套面向Web的开发与应用平台。
本节主要学习HTML的创建过程，掌握HTML结构标签。",2020-02-12 19:37:01
2471,数据库初探,,2020-02-13 10:58:52
2482,第一章  集合与关系,本章学习集合的基本知识，以及集合与集合之间关系的相关概念。,2020-02-13 21:32:43
2487,集合,针对Java语言中常用集合设置对应的实践内容。,2020-02-14 10:48:28
2489,实验一：c程序的运行环境和调试过程,,2020-02-14 11:16:37
2490,实验二：数据类型与表达式,,2020-02-14 11:28:45
2491,实验三：顺序结构程序设计,,2020-02-14 11:30:57
2492,编写简单的程序,,2020-02-14 13:18:33
2493,函数,,2020-02-14 13:19:08
2494,数组与指针,,2020-02-14 13:20:03
2495,自定义类型,,2020-02-14 13:21:07
2496,类与对象,,2020-02-14 13:40:02
2497,继承与多态,,2020-02-14 13:41:16
2499,1-1Python初体验——Hello world,,2020-02-14 15:08:58
2500,1-2 Python入门之基础语法,,2020-02-14 15:12:07
2508,C语言程序设计初探,,2020-02-14 19:22:35
2509,运算符与表达式,,2020-02-14 19:36:06
2514,网站基本组成,,2020-02-15 07:46:19
2518,Verilog  HDL模块设计入门,用Verilog HDL设计简单组合逻辑电路,2020-02-15 18:08:32
2521,顺序结构设计,,2020-02-16 13:06:12
2522,输入输出设计,,2020-02-16 13:09:53
2525,week1.初识Java,你将学到JAVA开发环境的安装与配置，能动手编写出你自己的第一个JAVA程序。,2020-02-16 15:38:33
2526,Java面向对象,本阶段进入Java面向对象编程部分，主要介绍类与对象、类的特征以及一些常用类和异常。,2020-02-16 15:44:48
2527,Java高级特性,本章节主要介绍了Java的几种高级特性，例如IO流、集合、线程、反射以及JDBC连接数据库等。,2020-02-16 16:17:31
2529,python/anconda安装,,2020-02-16 17:00:48
2530,Pycharm环境/Python第三方库安装,,2020-02-16 17:02:20
2531,Python爬虫库安装,,2020-02-16 17:03:33
2532,正则表达式使用,,2020-02-16 17:04:13
2533,Python网页爬虫,,2020-02-16 17:05:58
2534,软件测试,,2020-02-16 17:15:40
2540,计算机网络基础,,2020-02-16 19:15:19
2544,软件设计,软件设计是从软件需求规格说明书出发，是软件工程的核心内容之一。通过本章的学习，你将熟悉软件设计的相关知识点，包括软件设计的概念和原则、模块化设计与内聚与耦合、软件体系结构、详细设计（算法设计）、人机界面设计和代码味道。,2020-02-17 09:53:38
2545,结构化分析与设计,"结构化分析与设计方法是一种面向数据流的需求分析和设计方法，它适用于分析和设计大型数据处理系统，是一种简单、实用的方法，曾获得广泛的应用。结构化分析方法的基本思想是自顶向下逐层分解。分解和抽象是人们控制问题复杂性的两种基本手段。
本章的主要内容是学习结构化分析与设计方法，从数据流图、数据加工和处理逻辑的表示、结构化分析与设计的映射三个方面介绍结构化分析与设计相关知识。 
",2020-02-17 09:56:10
2546,面向对象分析与设计,"面向对象的分析和设计是现代软件企业广为采用的一项有效技术。OOAD 方法要求在设计中要映射现实世界中指定问题域中的对象和实体。这就需要设计要尽可能地接近现实世界，即以最自然的方式表述实体。
软件设计是一门艺术，设计师的理念、经验、知识、灵感都会映射在设计方案上。通过本章的学习，将帮助同学们在设计理念、设计能力等方面得到提升。",2020-02-17 09:58:05
2547,软件测试,"软件测试是指在规定的条件下对程序进行操作，以发现程序错误，衡量软件质量，并对其是否能满足设计要求进行评估的过程。由于软件测试在整个软件工程中的重要性，如今已成为一个专业。如何发现软件中潜在的问题是一门很深的学问。
本章将学习软件测试方面的知识，包括基本概念、常用的测试方法以及测试策略等等内容。",2020-02-17 10:06:58
2548,组合逻辑电路设计——Verilog HDL语言,用Verilog HDL设计组合逻辑电路,2020-02-17 10:30:10
2549,时序逻辑电路设计——Verilog HDL语言,用Verilog HDL设计时序逻辑电路,2020-02-17 10:31:23
2550,用Verilog HDL玩转数字系统设计,用Verilog HDL设计数字系统,2020-02-17 10:36:00
2551,简单的C程序与算术计算,,2020-02-17 11:02:48
2552,分支与循环结构,,2020-02-17 11:07:11
2553,数组,,2020-02-17 11:08:49
2554,函数,,2020-02-17 11:13:28
2555,大作业,,2020-02-17 11:16:36
2557,1,,2020-02-17 13:58:59
2558,aa,,2020-02-17 14:04:26
2575,JavaScript快速入门,JavaScript快速入门,2020-02-17 15:49:27
2576,JavaScript基本语法,JavaScript基本语法,2020-02-17 15:50:48
2577,JavaScript数组,JavaScript数组,2020-02-17 16:18:05
2578,JavaScript函数,JavaScript函数,2020-02-17 16:19:16
2579,JavaScript BOM——浏览器对象模型,JavaScript BOM——浏览器对象模型,2020-02-17 16:19:16
2580,JavaScript内置对象,JavaScript内置对象,2020-02-17 16:21:03
2581,JavaScript DOM——文档对象模型,JavaScript DOM——文档对象模型,2020-02-17 16:26:46
2582,JavaScript事件驱动编程,JavaScript事件驱动编程,2020-02-17 16:27:51
2583,JavaScript正则表达式,JavaScript正则表达式,2020-02-17 16:28:46
2584,软件开发计划,软件开发计划是软件工程中的一种管理性文档。主要针对开发项目的费用、时间、进度、人员组织、硬件设备配置、软件开发环境和运行配置等进行说明和规划。本章主要介绍学习软件开发计划的相关内容。,2020-02-17 16:47:14
2585,需求分析,需求分析是软件计划阶段的重要活动，也是软件生存周期中的一个重要环节，该阶段是分析系统在功能上需要“实现什么”，而不是考虑如何去“实现”。本章主要介绍需求分析的相关概念方法。,2020-02-17 16:47:34
2586,软件复用,软件复用是软件工程中重要的知识点，本章主要介绍软件复用的概念、基于软件的软件开发过程以及可复用的构件。,2020-02-17 16:49:33
2587,编码,编码作为软件工程中至关重要的一步，很大程度上决定着开发软件的好坏，本章主要介绍的是编码的风格和程序复杂性度量。,2020-02-17 16:50:22
2588,软件维护,软件维护（Software maintenance）是一个软件工程名词，是指在软件产品发布后，因修正错误、提升性能或其他属性而进行的软件修改。本章主要介绍软件维护的一些基本概念与技术。,2020-02-17 16:50:50
2589,软件项目管理,所谓软件项目管理就是为了使软件项目能够按照预定的成本、进度、质量顺利完成，而对人员（ People ）、产品（ Product ）、过程（ Process ）和项目（ Project ）进行分析和管理的活动。本章主要帮助大家理解软件项目管理的一些基本流程与技术。,2020-02-17 16:51:22
2604,HTML、CSS实践,Web编程基础知识实践,2020-02-18 10:32:00
2605,JavaScript实践,学习完JavaScript后的实践项目,2020-02-18 10:42:20
2606,JSP实践,学习完JSP内容后实践,2020-02-18 10:44:29
2607,第一节2,伟强二,2020-02-18 11:24:47
2608,213123,,2020-02-18 11:25:01
2610,C语言知识回顾,数据结构是对程序设计的进阶，本实践课是在C语言的基础上展开学习和讨论。C语言中关于数组、函数、指针和结构体的知识掌握的熟练与否直接影响数据结构知识的学习，因此，在开始学习数据结构之前，有必要对这四个方面的知识进行回顾和加以应用。,2020-02-18 16:48:06
2611,实验一  C语言程序开发环境、数据类型及表达式,"1．编写程序实现在屏幕上显示以下结果：
     The dress is long
     The shoes are big
     The trousers are black
",2020-02-18 19:17:51
2615,第二章  容斥原理,本章学习基于集合的容斥原理相关知识。,2020-02-19 15:49:05
2616,第三章  逻辑与推理,本章学习逻辑命题及其推理原理的相关知识。,2020-02-19 15:54:43
2617,第四章  离散概率,本章学习离散数学中概率的相关知识。,2020-02-19 15:56:03
2618,第五章  图的相关知识,本章学习离散数学中图的基本知识。,2020-02-19 15:57:09
2622,MongoDB入门,,2020-02-19 17:06:02
2623,MongoDB提高,,2020-02-19 17:09:14
2624,Redis入门,,2020-02-19 17:11:03
2625,Redis提高,,2020-02-19 17:11:52
2630,初识Linux,,2020-02-20 15:11:06
2631,linux文件、目录管理,,2020-02-20 15:13:01
2632,vi/vim的使用,,2020-02-20 15:14:36
2633,Linux用户管理,,2020-02-20 15:15:36
2634,Linux用户管理二,,2020-02-20 15:16:38
2635,Linux文件、目录高级管理一,,2020-02-20 15:18:04
2636,Linux文件/目录高级管理二,,2020-02-20 15:19:08
2637,Linux文件打包和解压缩,,2020-02-20 15:20:09
2639,Linux文件/目录搜索,第1关：查询命令-locate第2关：查询命令-which/whereis第3关：查询命令-find,2020-02-20 15:22:47
2643,用户管理,,2020-02-20 18:48:52
2645,实验一,,2020-02-20 20:05:45
2652,week2.Java编程基础-基本语法,目标：（1）了解Java所提供的数据类型及数据表示方式；（2）正确定义和使用Java常量、变量；（3）正确使用Java中的运算符与表达式进行数值计算和程序处理,2020-02-21 16:42:47
2653,week3.java基础-流程控制,目标：（1）掌握Java控制台数据的输出；（2）掌握Java分支（if、switch）、循环结构（while、for）程序的实现；（3）能够用选择结构解决简单的实际问题；（4）理解循环的4个要素、能够正确区分和选用三个不同的循环；（5）掌握continue和break的使用,2020-02-21 16:44:29
2654,week4.Java编程基础-数组与字符串,数组和字符串的使用、以及方法的使用,2020-02-21 16:52:26
2660,求绝对值,函数基本使用,2020-02-21 20:34:46
2661,实验一,,2020-02-21 20:43:21
2662,实验二,,2020-02-21 20:44:00
2663,实验三,,2020-02-21 20:44:26
2664,实验四,,2020-02-21 20:44:34
2669,数据可视化探索,,2020-02-22 12:51:13
2670,数据可视化,,2020-02-22 12:54:08
2671,java 编程基础,,2020-02-22 13:31:41
2672,java 基础,,2020-02-22 14:26:49
2689,机器学习基础,,2020-02-22 17:48:35
2690,机器学习之线性回归,,2020-02-22 17:49:32
2691,机器学习之微积分,,2020-02-22 17:50:07
2700,数据类型和表达式,,2020-02-22 19:24:11
2703,java 实验,实验内容,2020-02-23 08:37:19
2717,熟悉C#运行环境,通过实训项目，使同学们逐步熟悉C#程序的运行方法,2020-02-24 15:44:02
2718,C#语法基础,,2020-02-24 15:44:32
2719,C#中的程序控制结构,,2020-02-24 15:45:52
2720,C#中的数组,,2020-02-24 15:48:14
2721,C#中的类,,2020-02-24 15:50:55
2722,C#中的异常处理,,2020-02-24 15:52:24
2723,C#中的函数,,2020-02-24 15:55:47
2724,层次、网状、关系模型实战,,2020-02-24 19:46:38
2725,预备实验,本实训项目包含一些利用 C 语言编译运行环境开展的练习。你将通过练习理解 C 程序的编译以及输出的各种程序表示。,2020-02-24 21:10:21
2726,词法分析,本实训项目围绕关系运算符及其他符号的单词识别，开展三种词法分析器的构造，包括手工构造的词法分析器以及分别利用 Flex、ANTLR 词法分析器生成工具产生词法分析器源码。你需要结合实训，体会并比较这些方法的异同。,2020-02-24 21:11:55
2727,使用 ANTLR 为 C1 语言构造分析器,"在本实训中，你将学习并逐步掌握如何为一个编程语言构建一个能生成语法树的分析器。你将通过编写描述语言文法的描述文件，使用 ANTLR v4 生成相应的分析器源码，该分析器能为合法的输入程序输出对应的分析树（parse tree）。然后，你会继续编写为分析树生成相应抽象语法树（abstract syntax tree, AST）的访问者（visitor），从而最终实现一个能为合法的输入程序输出 AST 的分析器。",2020-02-24 21:13:05
2728,C1 语言的 LLVM IR 代码生成器,在本实训中，你将通过实现一个抽象语法树的访问者，为实验型编程语言 C1 构建 LLVM IR 代码生成器。,2020-02-24 21:13:40
2733,Hadoop部署,,2020-02-25 09:29:33
2734,第一章 熟悉C语言的编程环境,,2020-02-25 12:06:51
2739,C语言程序调试与基本输入输出,,2020-02-25 21:01:19
2740,顺序结构与选择结构程序设计,,2020-02-25 21:04:29
2741,循环结构程序设计,,2020-02-25 21:05:27
2742,函数与应用,,2020-02-25 21:07:20
2743,文件与应用,,2020-02-25 21:14:20
2745,实验一,实验一,2020-02-26 02:52:10
2746,实验二,汪华登自己创建的实验二,2020-02-26 03:16:22
2747,绪论,,2020-02-26 14:36:30
2751,Java Web系统开发概述,了解基于Java系统开发流程，机理。,2020-02-26 22:19:17
2763,操作系统的用户界面,掌握主要操作系统的UI（包括常见的DOS命令、win32API接口、Linux的shell命令等）,2020-02-27 09:45:30
2765,C++ALL,C++练习，刷速度,2020-02-27 15:31:23
2775,算法小练,关于算法的小基础,2020-02-28 12:59:13
2805,C语言程序设计编辑与调试环境,C语言程序设计编辑与调试环境,2020-02-29 22:32:06
2808,Linux实战操作,,2020-03-01 17:02:34
2819,Python入门基础,本阶段主要介绍 Python 入门的基础语法。,2020-03-03 10:09:12
2830,第1部分 Java入门,,2020-03-04 14:57:34
2831,实验一    C语言程序设计编辑与调试环境,,2020-03-04 15:45:31
2833,实验二  C程序结构,,2020-03-04 15:47:56
2835,实验三   函数,,2020-03-04 15:49:32
2836,实验四  数组,,2020-03-04 15:52:26
2837,实验五  指针,,2020-03-04 16:04:37
2838,实验六  结构体和文件,,2020-03-04 16:09:00
2840,Java开发环境搭建,Java开发环境JDK、Eclipse等的安装、配置，Java开发基本流程,2020-03-05 10:17:50
2841,Java语言基础知识,介绍java语言基本知识，包括：java简单程序基本结构、数据类型、运算符、流程控制（选择分支结构、循环结构）、函数、数组等,2020-03-05 10:20:29
2842,类和对象,封装和信息隐藏；类定义；对象的创建；构造函数；this；静态修饰符static；包机制,2020-03-05 10:20:51
